"item_id","item_name","media_type","date_created","date_modified","file","description","rendered_flag","labeled_flag","html5_flag","flag1","flag2"
1816,"Heart0141","video","2011-08-30 14:16:38","2012-09-05 16:42:45","Heart0141-MRI-4-Chamber-Stack","Four chamber stack taken at an in plane resolution of 512 x 512 pixels at 1mm slice spacing. This sequence of in vitro images plays from the rear of the heart to the front with the left side of the heart on the left of the image.  This is similar to taking slices in the left superior posterior oblique aspect in the patient, perpendicular to the axis of the heart, from the diaphragmatic surface to the pulmonary artery.
",1,0,1,0,0
1817,"Heart0142","video","2011-08-30 14:16:38","2012-09-05 16:42:45","Heart0142-MRI-4-Chamber-Stack","Four chamber stack taken at an in plane resolution of 512 x 512 pixels at 1mm slice spacing. This sequence of in vitro images plays from the rear of the heart to the front with the left side of the heart on the left of the image.  This is similar to taking slices in the left superior posterior oblique aspect in the patient, perpendicular to the axis of the heart, from the diaphragmatic surface to the pulmonary artery.
",1,0,1,0,0
1818,"Heart0143","video","2011-08-30 14:16:38","2012-09-05 16:42:45","Heart0143-MRI-4-Chamber-Stack","Four chamber stack taken at an in plane resolution of 448 x 448 pixels at 1mm slice spacing. This sequence of in vitro images plays from the rear of the heart to the front with the left side of the heart on the left of the image.  This is similar to taking slices in the left superior posterior oblique aspect in the patient, perpendicular to the axis of the heart, from the diaphragmatic surface to the pulmonary artery.
",1,0,1,0,0
1819,"Heart0145","video","2011-08-30 14:16:38","2012-09-05 16:42:45","Heart0145-MRI-4-Chamber-Stack","Four chamber stack taken at an in plane resolution of 434 x 448 pixels at 1mm slice spacing. This sequence of in vitro images plays from the rear of the heart to the front with the left side of the heart on the left of the image.  This is similar to taking slices in the left superior posterior oblique aspect in the patient, perpendicular to the axis of the heart, from the diaphragmatic surface to the pulmonary artery.
",1,0,1,0,0
1820,"Heart0153","video","2011-08-30 14:16:38","2012-09-05 16:42:45","Heart0153-MRI-4-Chamber-Stack","Four chamber stack taken at an in plane resolution of 512 x 512 pixels at 1mm slice spacing. This sequence of in vitro images plays from the rear of the heart to the front with the left side of the heart on the left of the image.  This is similar to taking slices in the left superior posterior oblique aspect in the patient, perpendicular to the axis of the heart, from the diaphragmatic surface to the pulmonary artery.",1,0,1,0,0
1821,"Heart0046","video","2011-08-30 14:16:38","2012-09-05 16:42:45","Heart0046-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 384 x 384 pixels at 1mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1822,"Heart0050","video","2011-08-30 14:16:38","2012-09-05 16:42:45","Heart0050-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 448 x 448 pixels at 1mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1823,"Heart0053","video","2011-08-30 14:16:38","2012-09-05 16:42:45","Heart0053-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 448 x 448 pixels at 1.05mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1824,"Heart0054","video","2011-08-30 14:16:38","2012-09-05 16:42:45","Heart0054-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 448 x 448 pixels at 1mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1825,"Heart0056","video","2011-08-30 14:16:38","2012-09-05 16:42:45","Heart0056-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 384 x 307 pixels at 4mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1826,"Heart0057","video","2011-08-30 14:16:38","2012-09-05 16:42:45","Heart0057-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 448 x 448 pixels at 1.05mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1827,"Heart0059","video","2011-08-30 14:16:38","2012-09-05 16:42:45","Heart0059-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 512 x 512 pixels at 1mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1828,"Heart0060","video","2011-08-30 14:16:38","2012-09-05 16:42:45","Heart0060-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 224 x 256 pixels at 3mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1829,"Heart0062","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0062-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 224 x 256 pixels at 3mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1830,"Heart0063","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0063-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 460 x 512 pixels at 3mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1831,"Heart0064","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0064-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 448 x 448 pixels at 1.05mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1832,"Heart0070","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0070-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 512 x 512 pixels at 1mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1833,"Heart0074","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0074-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 448 x 448 pixels at 1mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1834,"Heart0075","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0075-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 448 x 448 pixels at 1.05mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1835,"Heart0076","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0076-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 448 x 448 pixels at 0.9mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1836,"Heart0077","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0077-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 448 x 448 pixels at 1mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1837,"Heart0078","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0078-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 448 x 448 pixels at 0.9mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1838,"Heart0083","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0083-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 448 x 448 pixels at 1.05mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1839,"Heart0084","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0084-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 448 x 448 pixels at 1mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1840,"Heart0088","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0088-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 448 x 448 pixels at 1mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1841,"Heart0089","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0089-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 448 x 448 pixels at 1mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1842,"Heart0090","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0090-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 448 x 448 pixels at 1mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1843,"Heart0092","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0092-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 448 x 448 pixels at 1.05mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1844,"Heart0093","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0093-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 448 x 448 pixels at 1mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1845,"Heart0094","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0094-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 448 x 448 pixels at 1mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1846,"Heart0096","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0096-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 448 x 448 pixels at 1mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1847,"Heart0097","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0097-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 448 x 448 pixels at 1mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1848,"Heart0102","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0102-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 512 x 512 pixels at 0.95mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1849,"Heart0108","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0108-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 448 x 448 pixels at 1.05mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1850,"Heart0109","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0109-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 448 x 448 pixels at 1mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1851,"Heart0110","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0110-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 448 x 448 pixels at 1mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1852,"Heart0111","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0111-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 448 x 448 pixels at 1mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1853,"Heart0112","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0112-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 448 x 448 pixels at 0.9mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1854,"Heart0118","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0118-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 448 x 448 pixels at 1mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1855,"Heart0119","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0119-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 448 x 448 pixels at 0.9mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1856,"Heart0121","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0121-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 512 x 512 pixels at 0.95mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1857,"Heart0125","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0125-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 448 x 448 pixels at 0.9mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1858,"Heart0130","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0130-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 448 x 448 pixels at 1mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1859,"Heart0131","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0131-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 448 x 448 pixels at 1.05mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1860,"Heart0132","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0132-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 448 x 448 pixels at 1mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1861,"Heart0138","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0138-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 448 x 448 pixels at 1.05mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1862,"Heart0140","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0140-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 256 x 256 pixels at 1mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1863,"Heart0141","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0141-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 512 x 512 pixels at 1mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1864,"Heart0142","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0142-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 512 x 512 pixels at 1mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1865,"Heart0143","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0143-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 448 x 448 pixels at 1mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1866,"Heart0145","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0145-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 434 x 448 pixels at 1mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.
",1,0,1,0,0
1867,"Heart0153","video","2011-08-30 14:16:39","2012-09-05 16:42:45","Heart0153-MRI-2-Chamber-Stack","Two chamber stack taken at an in plane resolution of 512 x 512 pixels at 1mm slice spacing. This sequence of in vitro images plays from the right of the heart to the left with the front of the heart on the right of the image.  This is similar to taking slices in superior posterior oblique aspect in the patient, perpendicular to the axis of the heart.",1,0,1,0,0
1868,"Transseptal","video","2011-08-30 14:16:39","2013-03-21 17:23:52","eptransp","Delivery Systems - Porcine heart<p>Electrophysiologic studies require the careful placement of diagnostic electrode catheters within the heart. The use of fluoroscopy and intracardiac EMG recordings verifies the position of the electrode catheters.<p>Three approaches are generally used for advancing the electrode catheter to the heart: 1) femoral venous approach using the inferior vena cava (IVC); 2) subclavian, jugular, or brachial (antecubital) venous approach via the superior vena cave (SVC); or 3) femoral arterial or retrograde approach via the femoral artery.<p>The approach chosen depends upon the targeted area within the heart, the number of electrode catheters used during the electrophysiologic study, and physician experience and preference. The femoral arterial approach may also be used for gaining access to the left ventricle and/or left atrium.<p>As an extension of the IVC approach, an ablation catheter may also be advanced from the right atrium, across the interatrial septum, and into the left atrium using the transseptal approach.<p>During this approach, the interatrial septum must be punctured before a catheter can be advanced to the left atrium. To create an opening, a transseptal needle is advanced through a long sheath positioned at the foramen ovalis, a thin area of tissue in the interatrial septum. When the needle is withdrawn from the sheath, an ablation catheter is advanced through the septum to the left atrium. At this point the patient must be anticoagulated.<p>The ablation catheter may then be positioned for mapping and ablation. This approach is useful for left free-wall accessory pathway and AV nodal ablation (atrial fibrillation), as well as future indications for left atrial and left ventricular procedures (e.g., Wolf-Parkinson-White syndrome).<p>Shown here is a videoscopic view of the transseptal catheterization procedure to access the left atrium through the foramen ovalis (a sheath after a needle puncture).
",0,0,1,0,0
1869,"Multi-map-RA","video","2011-08-30 14:16:39","2013-03-21 17:23:52","ep4rap","Delivery Systems - Porcine heart<p>Electrophysiologic studies require the careful placement of diagnostic electrode catheters within the heart. The use of fluoroscopy and intracardiac EMG recordings verifies the position of the electrode catheters.<p>Three approaches are generally used for advancing the electrode catheter to the heart: 1) femoral venous approach using the inferior vena cava (IVC); 2) subclavian, jugular, or brachial (antecubital) venous approach via the superior vena cave (SVC); or 3) femoral arterial or retrograde approach via the femoral artery.<p>The approach chosen depends upon the targeted area within the heart, the number of electrode catheters used during the electrophysiologic study, and physician experience and preference. Typically, the IVC and SVC approaches are used for RA, RV, His bundle, and CS electrode catheters.<p>Shown here is a videoscopic view of four multi-ring mapping/ablation catheters placed into the right heart via the inferior vena cava. These catheters were positioned in the high right atrium, the right ventricular apex, near the His bundle, and within the coronary sinus. This catheter placement is typical during a complex mapping procedure.
",0,0,1,0,0
1870,"Transseptal-LA-LV-map","video","2011-08-30 14:16:39","2013-03-21 17:23:52","eptrablp","Delivery Systems - Porcine heart<p>Electrophysiologic studies require the careful placement of diagnostic electrode catheters within the heart. The use of fluoroscopy and intracardiac EMG recordings verifies the position of the electrode catheters.<p>Three approaches are generally used for advancing the electrode catheter to the heart: 1) femoral venous approach using the inferior vena cava (IVC); 2) subclavian, jugular, or brachial (antecubital) venous approach via the superior vena cave (SVC); or 3) femoral arterial or retrograde approach via the femoral artery. As an extension of the IVC approach, an ablation catheter may also be advanced from the right atrium, across the interatrial septum, and into the left atrium using the transseptal approach.<p>During this approach, the interatrial septum must be punctured before a catheter can be advanced to the left atrium. To create an opening, a transseptal needle is advanced through a long sheath positioned at the foramen ovalis, a thin area of tissue in the interatrial septum. When the needle is withdrawn from the sheath, an ablation catheter is advanced through the septum to the left atrium. At this point the patient must be anticoagulated. The ablation catheter may then be positioned for mapping and ablation. This approach is useful for left free-wall accessory pathway and AV nodal ablation (atrial fibrillation) as well as future indications for left atrial and left ventricular procedures (e.g., Wolf-Parkinson-White syndrome).<p>Shown here is a videoscopic view of the transseptal catheterization procedure to access the left atrium through the foramen ovalis. A sheath is placed and then a mapping/ablation catheter is positioned both within the left atrium and ventricle by passing it through the mitral valve.
",0,0,1,0,0
1871,"Catheter-CS-1","video","2011-08-30 14:16:39","2012-02-29 17:09:39","6250C","Delivery Systems - Porcine heart<p>Shown here is a close-up videoscopic view of a delivery catheter for left-heart transvenous leads being manipulated within the coronary sinus (CS).
",0,0,1,0,0
1872,"Catheter-CS-2","video","2011-08-30 14:16:39","2012-02-29 17:09:40","6250S","Delivery Systems - Porcine heart<p>Shown here is a close-up videoscopic view of a delivery catheter for left-heart transvenous leads being manipulated within the coronary sinus (CS).
",0,0,1,0,0
1873,"Catheter-steerable-CS","video","2011-08-30 14:16:39","2012-02-29 17:09:40","Prevail","Delivery Systems - Porcine heart<p>Shown here is a videoscopic view of a steerable delivery catheter for left-heart transvenous leads; it is being manipulated within the coronary sinus (CS).
",0,0,1,0,0
1874,"Sub-select-catheter-lead-vein-1","video","2011-08-30 14:16:39","2012-02-29 17:09:39","6238TEL","Delivery Systems - Porcine heart<p>Shown here is an external view of a pre-shaped catheter being advanced into the left anterior descending vein to eventually sub-select a side branch for lead placement.
",0,0,1,0,0
1875,"Sub-select-catheter-lead-vein-2","video","2011-08-30 14:16:39","2012-02-29 17:09:39","6248DEL","Delivery Systems - Porcine heart<p>Shown here is an external view of a pre-shaped catheter and a flexible tipped intercatheter being advanced into the left anterior descending vein, and then eventually used to sub-select a side branch for lead placement.",0,0,1,0,0
1876,"Quad-pole-RAA","video","2011-08-30 14:16:39","2013-03-21 17:23:52","ephrap","Diagnostic Catheters - Porcine heart<p>Electrophysiologic testing of patients to identify arrhythmias involves intracardiac recording using diagnostic catheters and programmed electrical stimulation of the heart, thus facilitating the diagnoses of bradycardias and tachycardias. Generally, on the right side of the heart, catheters are placed in four locations: high right atrium (HRA), right ventricle (RV), His bundle (His or HB), and the coronary sinus (CS).<p> Diagnostic catheters are available with fixed curves and deflectable tips. <p> Cardiac mapping involves the identification of cardiac tissue that is causing the tachycardia. Delivery of radiofrequency current or cryotherapy to create a lesion in the area of interest destroys the selected tissue and prevents arrhythmias.<p> The HRA catheter is typically placed close to the SA node. The RV catheter is usually positioned in the ventricular apex to record right ventricular activity and for right ventricular pacing. The His bundle catheter is placed across the tricuspid valve to record a His bundle electrogram. A multielectrode catheter is placed in the coronary sinus to record electrical activity in the coronary sinus. Placement of a CS catheter is especially helpful when the arrhythmia mechanism may also involve the left atrium.<p> Simultaneous use of additional right atrial mapping multielectrode catheters may be used for mapping tachycardias.<p> Shown here is a videoscopic view of a multi-ring mapping/ablation catheter placed in the high right atrial position which was delivered to the heart via the inferior vena cava.
",0,0,1,0,0
1877,"Multi-map-IVC","video","2011-08-30 14:16:39","2013-03-21 17:23:52","eprvap","Diagnostic Catheters - Porcine heart<p>Simultaneous use of several right heart mapping multielectrode catheters may be used for mapping complex tachycardias.<p> Shown here is a videoscopic view of a multi-ring mapping/ablation catheter placed into the right heart via the inferior vena cava. One of these catheters can be viewed as it is being positioned into the right ventricular apex during a mapping procedure.
",0,0,1,0,0
1878,"Multi-map-Koch","video","2011-08-30 14:16:39","2013-03-21 17:23:52","ephisp","Diagnostic Catheters - Porcine heart<p>Simultaneous use of several right heart mapping multielectrode catheters may be used for mapping complex tachycardias.<p>Shown here is a videoscopic view of two multi-ring mapping/ablation catheters placed into the right heart via the inferior vena cava. One of these catheters can be viewed as it is being positioned into the area of the right atrium known as the Triangle of Koch, which borders the zone where the AV node and His bundle lie. Once can see the second catheter passing through the tricuspid valve.
",0,0,1,0,0
1879,"Deca-pole-CS","video","2011-08-30 14:16:39","2013-03-21 17:23:52","epcsp","Diagnostic Catheters - Porcine heart<p>Simultaneous use of several right heart mapping multielectrode catheters may be used for mapping complex tachycardias.<p>Shown here is a videoscopic view of three multi-ring mapping/ablation catheters placed into the right heart via the inferior vena cava. One of these catheters can be viewed as it is being articulated and directed into the coronary sinus. This is a decapolar, or ten electrode, catheter used for mapping procedures.
",0,0,1,0,0
1880,"Duo-deca-pole-RA","video","2011-08-30 14:16:39","2013-03-21 17:23:52","epsmprp","Diagnostic Catheters - Porcine heart<p>Electrophysiologic testing involves intracardiac recording using diagnostic catheters and programmed electrical stimulation of the heart.<p>Shown here is a unique duo-decapolar catheter design, which is being positioned within the right atrium during a mapping procedure.
",0,0,1,0,0
